content,score
Praktis dan lengkap untuk penggunaan top up express bgus bnget,5
sorry turun dulu bintangnya.. soalnya kalau mau liat atau download estatement seperti di bni mbanking masih belum ada fiturnya,3
Tolong perbaiki min sebenernya fleksibel knpa sering keluar sendiri,2
Aplikasi wondr lelet gangguan trus...kenapa tidak pakai mbanking aj kayak dlu..,3
"Sudah bagus, cuman kurangnya tidak ada mobile tunai seperti mbanking bni.... seharusnya sekelas wondr by bni sudah lengkap menu nya",5
"Update terus,baru dipake udh update, gak bisa di akses sama sekali",1
"Verifikasi wajah aja susah banget ,sudah ngedip berapa kali tetap ga bisa",2
"Jaringan bagus,aplikasi udah diupdate tetap ga bisa login",1
"Aplikasi Wondr BNI ini membantu nasabah melacak pengeluaran bulanan dan memahami arus kas berdasarkan data historis atau mutasi, selain itupun mempermudah untuk transfer atau pun isi token maupun pulsa.",5
Jelek mau login eror terus sdah 4 jam dan d update masih aja gak bisa login,1
"Payah, aplikasi minta di perbaharui, setelah diperbaharui tidak bisa login.",1
Ini apa lah banking wonder sering banget gangguan hari ini aja gk bisa di buka 25 november mending aplikasi yg lama,1
Kacau sekali. Transaksi gagal terus. Apa lagi kalau hari libur. Saldo kepotong. Mau pengaduan respon lama.,1
"aplikasi benar benar jelek, sering kendala. lebih baik kembali ke BNI mobile",1
"Lebih bagus mobile banking sebelumnya, MW trf gak bisa2 masuk ke aplikasinya padahal signal sangat bagus",1
"Bingung mau transaksi sudah 4 hari masih eror mau transaksi susah gimna dong msak lama bet perbaikan ny, lama bet mau login bikin kesal aj",1
Alhamdulillah adanya wondr by bni semua jadi mudah. Semoga kedepan nya tambah bagus dan berkualitas,5
"Lemot, sering eror, mohon segera disempurnakan biar tdk kebanyakan aplikasi di hp",1
Bagusan BNI mobile yang lama. Wondr gangguan terus mau transaksi sulit.,1
Aplikasi wondr sering error kalau maintenance lama sekali dan call center BNI SLOW RESPON,1
"Memudahkan sekali sangat efisien aplikasi nya, overall good dan aman",5
"Aplikasi yang fitur nya gak lengkap, jaman sekarang mbanking wonder ini gabisa buat tarik tunai lewat aplikasi",1
aplikasi nya ringan dan fiturnya memudahkan bgt saat digunakan,5
Kode OTP ke email ditunggu tdk masuk2... Kok bisa bgtu ya...,1
Pelayanan masih sangat buruk transfer sering gagal namun saldo terpotong tapi tidak masuk,2
Gagal registrasi smpe 3 hri gimana sihh apk nya smuanya udh di masukin data tpi gak bisaa,1
"Kebanyakan erornya, gabisah dibuka katanya ada perbaikan tapi lama bngtt.",2
Ini kenapa fitur e wallet nya ga bisa di gunakan ya tiap mau pakai selalu eror,1
"Verifikasi wajah susah , gagal terus perbaiki aplikasinya",1
Terus kendala.keterangan ada kendala sedikit.tp error terus ga bisa login,1
"Ribet kirim ulang kode otp berkali kali gak bisa verif email.otp sama , email sama tetep gak bisa verif",1
Ini kenapa gak bisa kepake ya daritadi gangguan sistem terus,2
Masih penasaran kenapa tarik tunai cardless gak jadi prioritas buat dimunculkan.,2
"Aplikasi ribet,,,, lg error terus kelogout, Terus Tiap login lagi hrus scan ktp lg,,,",1
"baru selesai update malah gk biasa log in, sesi anda telah berakhir.",3
Aplikasi nya tidak selengkap BNI mobile. Ditunggu update wonder secepatnya,3
Kenapa apknya kok tidak bisa di buka ? Seperti nya lebih bagus apk yang lama dari pada wondr ini.. 🥲🥲,1
"Sudah beberapa hari wondr by BNI gak bisa kebuka, keteranganya Tim kami sementara perbaiki, solusinya gmn nih.",5
"Aplikasinya mempermudah banget, semoga makin bagus lagi ya kedepannya 👍",5
Ini kenapa si wonder eror apa gmn kok kaga bisa masuk udh di instal ulang tetep ajh kaga jelas nih lama lama,1
GK bisa2 login ''Alasannya sistem sedang di perbaiki '' semoga cepat terselesaikan maintenance nya,3
"Sering bermasalah ga bisa dibuka aplikasinya, bikin repot aja",1
"Aplikasi mbanking terburuk ,baru 1 kali masukan kode verifikasi,tapi gagal, kata nya sudah berulangkali gagal.",1
"Sebuah kemunduran , bni mobile banking udah enak , pindah wonder malah banyak bgt gangguan , top up e wallet pun gabisa karena limit transaksi , di mbanking lain gada masalah .",1
"Udah pake ko lemot y, beda sama yang mobile banking sebelum nya lebih cepat 😞",1
"memudahkan untuk transaksi , aplikasi mudah di gunakan ❤️",5
"Aplikasi sampah, baru pertama mau dipakai sdh error. Ribet nyesel install",1
Saat mau di gunakan malah ga bisa alhasil kena denda gara gara telat bayar,1
"apk nya sering eror,perbaikan nya juga lama tolong dipercepat",1
"Aplikasinya mudah digunakan, verifikasi cepat, tampilan menarik",5
"Saya mau aktifkan akun taplus mahasiswa, tapi kenapa gk mau nunggu fitur update, dh saldo saya isi pula di akun supaya aktif",3
"gangguang mulu, jadi susah untuk transaksi yang butuh cepat",1
"Kadang pas buka aplikasinya ada tulisan "" fitur lagi tidak tersedia "" , 😓 lgi buru² mau tf jadi harus cari atm",3
Aplikasi ini membantu sekali informasi mutasi transaksi nya informatif selain itu bisa cek aset tabungan dan investasi dalam satu layar,5
"Gajelas, bentar bentar perbaikan, giliran lagi butuh banget wondr perbaikan, dan akhirnya gbisa dibuka",1
Kemarin mainten jam 10 AM. Sekarang gangguan jam 6.44 PM Niat ga sih bikin aplikasi. Masa kalah sama DANA,2
"aplikasi ribet mau daftar saja susah,, jauh lebih nyaman brimo & livin",1
"Maf izin bartanya lagi ka, Root Device itu semacam aplikasi atau di pengaturan...??? Mohon petunjukx kk terima kasi kk",1
"Terlalu banyak bug, perbaikan dimana mana, lebih bagus mobile banking yang pertama.",1
Sering terjadi masalah saat login(silakan coba lagi nanti) padahal baru saja di update 🙏🙏,1
"Transfer tidak berhasil tapi saldo terpotong,klw bisa klw transfer gagal saldo jgn terpotong la kn ribet harus hubungi pihak Bank, trimakasih 🙏",4
Tolong perbaiki. Tiap mau tarik saldo pasti suruh nunggu.,2
"Gaje, mau masuk aplikasi malah fitur tidak tersedia terus heran, mau bayar listrik aja ribet bgt harus via wondr gbs m-banking biasa.",2
"aplikasi apaan.. edit 2★, udah smpai verifikasi vc. malah Layar Putih.. Astaga.. mending BNI mobile..",2
"Lama banget gangguan nya dari sore tadi asem, aplikasi nya gak bisa di buka",1
Buruk. Selalu saja logout dan minta verifikasi ulang. Sudah gitu verifikasi wajah susah. 🥲,1
"Gak ada fitur untuk bikin rekening koran, masih bagus aplikasi bni mobile",1
"Masih lebih bagus bni mobile banking, di wondr kita ga bisa cek saldo pinjaman",3
Beban apk nya kayaknya berat Soale ini mau buka aj loading lama Tolong perbaiki lagi,1
Data sudah sesuai. Vidcall juga sudah. Tapi kenapa gak bisa di proses?,1
"transaksi gagal tapi saldo berkurang,,saat pembelian token listrik",1
"notifikasi telat, transaksi sudah berjam jam notif baru masuk",3
"lama bgt perbaikan app nya, dikira ga perlu transaksi orang",1
"ga jelas banget sih wondr by BNI ini , tiap hari perbaikan terus, mending balik ke BNI mobile lama aja lebih jelas",1
"Mau transaksi VA tapi setelah memasukkan nomor VA nya malah diarahkan ke wallet, mohon diperbaiki cara kerjanya",1
"MASIH BANYAK KURANGNYA SERING LOADING WAKTU MAU MASUKKKK GAK ADA NOTIF UANG MASUK/KELUARRR GAK KAYA BANK LAIN YANG KALAU ADA PENGAMBILAN UANG ATAU PENERIMAAN UANG TERDAPAT NOTIF ,NYEBELIN GAUSAH DEH KALIAN DOWNLOAD APK INI GAK MENJAMIN BANGETTTTTTTTTT SEBEL TANYA KE CS PUN GAK PERNAH DI KASIH JAWABAN YANG MEMUASKAN OKE KALAU DATA INTERNET ATAU WIFI SAYA YANG BERMASALAH SAYA TERIMA TAPI INI GAK ADA PERMASALAHAN APA² EHHHH GAK TAUNYA GAK BISA DIBUKA",1
"selalu memperbaiki fiturnya saat maintenance di malam hari, goodjob👌",5
Ini kenapa tiba tiba tidak bisa di buka? Jangan seperti ini dong kalau ada maintenance atau apa kan harusnya ada notif dulu kalau kita ada butuh dadakan seperti ini gimana,3
"Aku suka aplikasi ni, sangat bermanfaat sakali untuk belanja transferan dan lain2.....",5
"Dari tadi gak bisa dibuka aplikasi nya , telalu lama maintenance nya",2
tampilan lebih menarik dari aplikasi sebelumnya. respon terhadap qr juga lebih cepat,5
"Lebih oke bni mobile lama, saya pake wonder tf ke bank lain lebih dr 5 jt gak bisa , pdhl limit dah ku atur mencapai 200 jt tf nya, langsung pindah ke bni lama masih bisa tf sebesar 5 juta. Sama sama pake proxy BIFAST. AUTO GAK JADI MAKE WONDER.",1
Selalu gangguan bikin susah aja mau BNI banking bukan semakin mudah malah makin ribet dan sulit,1
aneh apk harus di upgrade terus.... setiap transaksi jadi nya pending terus,1
Ya ampun... Sangat buruk... Kelas nya Bank koq kaya gini... Mau transaksi jadi lambat... Bikin emosi saja... Kalau memang aplikasinya belum siap digunakan gak usah dipaksakan. Sangat kecewa... Mending pakai bank lain saja lah...,1
"Disuruh pindah dari mbank ke wonder, tapi gak ada opsi tarik tunai tanpa kartu. Tidak menarik.",1
Tolong perbaiki apk nya soalnya buffering terus gak bisa di buka beda dengan M bangking BNI,2
sering minta log in ulang itu kenapa ya kk...pdhal bru buka dan mau transfer..,3
"Setelah update kok ga bisa login , apk apaan ini bagusan mobile banking ternyata",1
Fiturnya masih lebih lengkap BNI Mobile bisa lihat semua transaksi baik simpanan maupun pinjaman,3
"Akun udah jadi , ngapain pas login ada tulisan fitur lagi tdk tersedia",1
"Bagus, perlu di kembangkan lagi untuk transaksi dana / uang masuk harusnya ada riwayatnya juga terimakasih",4
"Baru donlod dah ga bisa dipake,loding susah verivikasi wajah perlu berjam jam ga bisa masuk",2
"Aku menyesal update, setelah di update tidak dapat digunakan (fitur lagi tidak tersedia)",1
"Sampai kapan hal kaya gini terjadi terus,,klau memang GK bisa di betul in hpus aja ada deh saran ku , daripada berharap cuma bikin kecewa",1
"selalu aja gangguan,ayo perbaiki... masa kalah sama aplikasi sebelah.",1
"wonder by BNI ini mempermudah transaksi bagi yang suka lupa bawa ATM kaya aku, fitur"" nya juga jauh lebih lengkap",5
"Keren, simple bikin transaksi lebih mudah..love it❤️",5
Beberapa hari ini Sering gangguang di saat lagi penting mau TF malah gangguan,2
"Mau login disuruh bikin akun baru terus mana gak bisa neken tombol back lagi, alhasil gak bisa login",1
"Aplikasi saya tertulis, tim kami lagi perbaiki.yuk,coba lagi! Mohon bantuannya",3
Lagi gangguan ya hari ini perbaikan sistem terus dri pagi jadi terbengkalai semua gimana inilah,1
"apk taeek..stiap mau d pke gangguan....ga ush instl ni apk busuk... blnja g bawa duit qu kira wonder bsa di pke, pas smpe ksir bengong krna gangguan kn taaiii",1
Jaringan sering bermasalah ketika orang mau TF bermasalah,1
"Setelah pembaruan kok jadi lemot buka apk nya, hadeuh bagusan BNI yang lama",1
KepadaWonder by BNI aplikasimu mengecewakan sekali ketika kita lagi darurat mau transaksi malah eror..,1
Maintenance lama banget padahal udah update juga di play store,2
Baru aja instal kenapa udah nge bug ajaa mau masuk lagi harus persetujuan gt2 terus gmnaa ni bni?,1
Susah sekali bisa connect di wonder.. L3bih enak BNI yang dulu,3
Kenapa apikasi nya suka close sendiri ya padahal baru mau buka langsung close,3
"Udah bener M banking bni gak pernah error ,ini malah error gajelas menghambat transaksi jadinya.. kacau!",1
Tolong dong di koreksi lagi apk-nya. Klo kyk gini mending pke apk yang awal. Dri bukti tf aja gk lengkap. Plis lah segera di benahi apknya,1
"Lebih praktis sihh.. kalo pake wondr ini, nggak ribet lagii.. banyak promo lagii",5
"Miskin fitur, sunyi.... tidak seperti aplikasi sebelumnya...",2
"Jelek ... Saya mau melakukan transaksi penting juga terkendala gara gara perbaiki"" ga jelas di aplikasi ini ...",1
"Def, knapa kok wonderku ga bisa di buka, perbaikan trus dari tadi sore. Lama amat yak.",3
habisin paket aj harus update sgala. padahal sdh ada BNI mobile knp mlh harus pake aplikasi g jls sprti ini. mafia aplikasi . masa g bs buka aplikasi kecuali di update trlebih dahulu. pihak BNI perbaiki sistemnya dong jgn Bebani nasabah sprti ini dg menghadirkan aplikasi yg g guna sprti ini. sdh ad BNI MOBILE knp harus pake wondr LG?,1
"gara mbking lagi ada gangguan gw gabisa pake Qris buat belanja, kartu lupa kebawa hadehh",1
Ini yang betulan di gaji yang buat aplikasinya? Apa BNI lagi ngelawak? Aplikasi belum siap bisa bisanya berani keluarin aplikasi ini,1
"pas butuh mau transaksi malah gak bisa di buka, fitur tidak tersedia.",1
"Payah, suruh pindah ke wonder, tapi masih banyak ngeBug nya, sementara rating 2 dulu",1
"Untung detail SIMPONI BNI tidak lengkap seperti apk BNI Mobile, nama perusahaan, tanggal pensiun tidak ada dicantumkan",4
"Saya beli token listrik kmarin tpi transaksi gagal,,saldo saya terpotong tapi sampai skrang saldo sya blum kembali",1
"Sudah hp gak mampu di ram, minta update lagi, kaya taiiii....",1
"Jelekk, Aplikasinya tidak bisa digunakan dengan jaringan wifi.",1
Bagus banget aplikasinya simple tp fitur nya lengkap💗😍😍,5
Waktu maintenance aplikasi sangat lama membuat pengguna kecewa,2
"ga bisa login pake biometrik, entah apa salah sayah udah di coba beXX tetep ga bisa...ya sudah lah....",5
"ngebug bang, logout terus, mau login malah redirect ke pendaftaran",1
Mohon segera di update untuk bisa cetak rekening koran lewat aplikasi wondr by BNI nya. Supaya enak kalau ada keperluan tidak harus ke bank.,4
Nyusahin nasabah aja.. ribet. Mau ngerasain verifikasi wajah tersulit ya disini tempatnya. Auto pindah bank kalo kayak gini terus,1
"Wah..seneng banget pake aplikasi ini ,fitur nya semua lengkap,mudah banget di pakenya 😍.ga nyesel udah download :)",5
"ini gk bisa masuk mulu,,harus nonaktifkan aksesibilitas padahal udah nonaktif ribet benerr",1
Susah banget tauukkkk verifikasi wajah nya... Tolong dipermudah lagi verifikasi wajah.. udah nurut tola-tole masih gak bisa...!!!! Uda di tempat terang benderang juga kagak bisaaaa...!!! Klo gak bole masuk yaudahhh jangan mau gantiin mobile banking...,1
sangat kurang : sering gak bisa transaksi dan menu tidak lengkap,2
Maap kepada admin yg terhormat ini apk wonder lagi error atau kenapa? Aku melakukan transfer tapi riwayat transaksinya ga ke rekap dn saldoku berkurang🙏,1
Maintenance server terlalu lambat sy tidak bisa transaksi,2
"Aplikasi masih belum siap, sering nge lag, cacat sih ini",1
Apaan ini apk seharian malah gangguan terus. Orang mau transaksi aja jadi susah . Parah,1
Sangat memudahkan transaksi pemasukan dan pengeluaran tanpa ribet ke atm,5
"Aplikasi cacat, gangguan Mulu, error terus, payah",1
Aplikasi bagus dan lengkap. Tampilan nya juga mudah di pahami,5
"Masih mending mobile mbanking daripada wonder, kurang jelas dan tak tercatat saldo"" sebelum nya,,, bahaya",1
Bukannya malah tambah bagus malah tambah ribet . Sering eror . Tolong diperbaiki lg!,1
Aplikasi sulit untuk login masuk. Perlu apdate sehingga para login masuk tidak sulit,3
Aplikasi jelek... Selalu error.. Selalu minta verifikasi ulang no hp dan ektp..,1
Ini kenapa tiba2 gabisa di buka ? Bacaan nya ada kendala sedangkan yg lain bisa,1
Pas mau masukin kode OTP untuk verifikasi email selalu invalid padahal udh bener kodenya,1
"siang ngecek jam 12 gangguan,eh skrng jam 19 masih gangguan juga😎",3
"aplikasii ter ga ribett bangett, baru download langsung satsett transaksii juga lancar jayaa. terimakasihh wondr by BNI",5
"Halo wondr by BNI Kendala yang saya alami adalah gagal login, padahal saya belum lama baru masuk ke akun saya. Harap diperbaiki terima kasih🙏",1
"setelah lihat animasinya yang di youtube langsung download hehe, semoga bisa lebih baik lagi",5
"Min tolong di bagian menu awal nya di atasi saat mau login balik ke awal pendaftaran, padahal udah buat akunnya",3
sering eror di buka lama banget tau taunya kembali ke layar utama,3
"Waaahh aplikasi nya keren sekali,semakin canggih Mantap mantapp",5
Apliksai sering eror bukan tambah bagus malah tambah jelek tidak memuaskan,1
"untuk buka aplikasinya lambat banget, sering error",2
"Kenapa saat login aplikasih suka error padahal sudah sya update , ada solusikah terimakasih 🙏",3
Aku bru nyoba daftar tapi pas aku coba isi malah saldonya gak masuk . Bagaimana ini aplikasi wondr. Saldoku msih nol,1
Fiturnya top up nya eror terus mohon diperbaiki ya(,2
Aplikasi wondr mudah digunakan. Sangat praktis dan membantu dalam transaksi BNI,5
Aplikasi busuk Tiap login harus daftar ulang Yg lama dah bagus malah pindah ke aplikasi beban,1
Lambat bagusan BNi mobile lama lebih detail.. sering maintenance sampai sehari full,2
"Sangat lelet, tidak lengkap Masi bagus banking yang lama.",1
Loading tampilan awalnya lama banget padahal sinyal normal kenceng,2
"ngestuck di loading screen gabisa login,percuma bikin aplikasi kalo ga bener",2
"masih sering eror ketika lagi butuh,wajarlah apk baru, untung apk lama blm di uninstall.",5
Aplikasi ini susah tolong di perbaiki pada fermentasi wajah pasti susah Sangat menyebalkan,2
"Sudah download, ikuti prosedur pendaftaran, transaksi. Koq, malah, harus daftar ulang dari awal lagi. Butut.",1
Wonder gimana seeh kok gk bisa dipakai.... Dr siang sampe sekrang blm bisa kepake Tim mana perbaikan mulu seharian,3
Biji gangguan mulu ga kaya bank2 lain simple jarang gangguan atau perbaikan system terus,2
"Fiturnya keren, tampilannya modern, dan bikin urusan finansial jdi lbh santai. Keren bgt pokoknyaaa",5
Sering mengalami maintenance mending pake bca klo gk bri mobile kalo mau pake m banking rating nya aja beda jauh,2
Era digital dari mulai adanya app smpe skrng blm bisa setor/tarik tunai,1
"Kebantu banget sama aplikasi ini, buat transfer jd lebih mudah pokoknya kerenn deh",5
apk nya bugus bngettt tpi syng klo pke wifi agak lmaa ke buka hrus pke data sdrii bru lancar jaya,5
saya tidak nyaman. Transaksi gagal tapi saldo di rekening saya berkurang.,1
"apaan maksa update, jelek banget udah gitu masih lengkapan aps bni mobile banking lagi. uninstall aja udahh",1
Sementara ini oke... Pengiriman uang cepatt dan lebih mudah dibandingkan BNI mobile,5
Gimana kali gangguan mulu dari pagi. Kalo belum siap mending di pending aja min. Bikin susah aja.,1
